cluster	gene	avg_log2FC	p_val_adj	pct.1	pct.2	pct.diff	n_responders	n_nonresponders	p_val	P1	P2	P3	P4	P5	P6	P7	P8	P9
Trm1	SRGN	0.7959401667228105	8.50214524732673e-55	0.996	0.98	0.01600000000000001	6	0	2.535078194086329e-59	1.2051914750649315	0.7716637559501756	1.0713210676251057	0.7234298671857582	0.4907523447520852	0.7243289960760064	NA	NA	NA
Trm1	SMAP2	1.3438608904976457	1.3769773170191455e-64	0.795	0.525	0.27	4	0	4.1057228129857046e-69	2.241222350252809	1.9335827470069908	NA	1.3989600076944333	NA	1.167738178613512	NA	NA	NA
Trm1	TNFRSF18	0.8964184750535191	2.6079452098977535e-30	0.615	0.378	0.237	4	2	7.776090434425885e-35	NA	0.9864311581008732	0.9587195000415942	0.7876379463502977	0.907634322482474	NA	0.5988521452817901	0.5223052128200736	NA
Trm1	TSC22D3	1.203217756469062	2.8491769763696785e-50	0.832	0.618	0.21399999999999997	4	0	8.495369361231077e-55	2.7821799887247605	1.3290323325023277	NA	1.0712328142793464	0.6654393369881759	NA	NA	NA	NA
Trm1	NEAT1	0.84760758719943885	7.825689274947829e-42	0.974	0.915	0.05899999999999994	4	0	2.333379830326146e-46	1.1909817775310314	1.653846453787513	NA	0.9667818109493678	NA	0.9482570343165242	NA	NA	NA
Trm1	NPM1	0.5500392204765858	8.146559298403756e-36	0.964	0.941	0.02300000000000002	4	0	2.429053401635087e-40	NA	0.5896794429197132	0.6983465861755755	0.6487089942687567	0.7235657787087755	NA	NA	NA	NA
Trm1	GNLY	2.900396372687116	2.61960009411211e-29	0.389	0.111	0.278	3	1	7.810841714211073e-34	NA	2.322446275936985	4.235779138165196	3.921744276487429	NA	NA	NA	1.9197179893357612	NA
Trm1	HPGD	1.6674852739706654	2.7708493155052576e-32	0.425	0.149	0.276	3	0	8.261820369447366e-37	3.0796718481733936	2.4303668318761735	NA	1.81463304143377	NA	NA	NA	NA	NA
Trm1	KIAA0319L	0.994337973905682	3.014565532589134e-28	0.478	0.202	0.27599999999999997	3	1	8.98850716378178e-33	NA	1.3019075463254413	1.43116520675153	1.5122849272966583	NA	NA	NA	NA	0.4048845649247008
Trm1	PDE3B	0.7538017757321531	2.974283294660712e-27	0.586	0.315	0.27099999999999996	3	0	8.868397920748738e-32	NA	0.9016181322008212	0.9286835533792308	1.1844163477750511	NA	NA	NA	NA	NA
Trm1	TSHZ2	0.8409140823494957	4.228426552198459e-26	0.469	0.206	0.263	3	0	1.2607867351059869e-30	NA	NA	NA	0.7248652429567933	1.3488532749984203	1.2632978851997896	NA	NA	NA
Trm1	AHI1	1.022840179168065	1.4525062076266525e-37	0.718	0.465	0.25299999999999995	3	1	4.330926732740927e-42	NA	NA	0.9852302754025666	NA	1.4168103633303597	1.7777332292630863	NA	NA	0.3723074928445196
Trm1	FKBP5	0.9488410608526938	2.090132026679097e-23	0.656	0.481	0.17500000000000004	3	1	6.232130796944055e-28	1.949439965984652	1.7649106768816618	NA	1.0706458212776149	NA	NA	NA	NA	0.3072083334985891
Trm1	GZMB	0.8874959242046774	5.346703613178149e-10	0.303	0.139	0.16399999999999998	3	3	1.5942225574506972e-14	NA	1.1963573005167054	1.4883416702727872	2.0715943371316503	NA	NA	0.9197574726489356	1.104325216926838	0.30997001127818646
Trm1	PIK3IP1	0.5366162468336688	1.3883867866332138e-11	0.578	0.438	0.13999999999999996	3	0	4.139742341920251e-16	2.067972251774572	0.7075941126200256	NA	0.5245454529925383	NA	NA	NA	NA	NA
Trm1	PRDM1	0.5329496400122957	1.418283395215496e-7	0.558	0.43	0.12800000000000006	3	0	4.2288848327732606e-12	1.8538850506501228	1.1298151491340511	NA	0.6532668426011672	NA	NA	NA	NA	NA
Trm1	NAP1L4	0.6750948147402829	5.467553941667292e-37	0.919	0.818	0.10100000000000008	3	0	1.6302564081541212e-41	NA	1.0344969384150575	NA	0.7706134361841457	NA	1.2674996578366828	NA	NA	NA
Trm1	TXNIP	1.409505453396397	2.1536648545042114e-23	0.731	0.64	0.09099999999999996	3	0	6.4215661473677965e-28	3.2895039615168744	2.634972240251474	NA	0.6709262081165499	NA	NA	NA	NA	NA
Trm1	MYH9	0.4555898106152505	2.352932232707411e-7	0.675	0.59	0.08500000000000008	3	0	7.015720176240118e-12	1.4725021274859305	0.6223780533292995	NA	0.5772013455975873	NA	NA	NA	NA	NA
Trm1	PNISR	0.378217268150425	7.298981051652595e-10	0.795	0.711	0.08400000000000007	3	0	2.1763316392309013e-14	1.3873540577364714	0.7588075521614812	NA	0.6724396708766578	NA	NA	NA	NA	NA
Trm1	RACK1	0.3338137213345638	7.105610799002016e-23	0.996	0.992	0.004	3	1	2.118674577792956e-27	NA	0.5155581247073178	NA	0.5023649407186497	0.3290569184806471	NA	0.36195185808406816	NA	NA
Trm1	GAPDH	0.4417269831852435	3.871851249578074e-19	0.992	0.994	-0.002	3	2	1.1544669478138451e-23	NA	NA	NA	0.4796385541286119	0.6070929202843951	0.6608879157711827	NA	0.32766607218163557	0.24562797587518848
Trm1	JAML	0.4017981937233373	6.037361663994831e-20	0.979	0.982	-0.003	3	1	1.8001555441573235e-24	NA	NA	NA	0.6351901610837332	0.6747139257401487	0.6014361353871989	NA	NA	0.20767673120887095
Trm1	HLA-C	0.2905799285110664	8.110328908111171e-8	0.978	0.988	-0.01	3	3	2.418250613665446e-12	0.9819019405519778	NA	NA	0.5871725021513581	1.0522247853933866	NA	0.39512959960024263	0.3942051504702788	0.4602108256828239
Trm1	HIPK2	0.8727666000719059	7.713469149173296e-24	0.466	0.236	0.23000000000000004	2	0	2.299919240614615e-28	NA	1.2073584352527114	NA	0.7110023951653859	NA	NA	NA	NA	NA
Trm1	GYPC	0.9162785422501328	9.514158986611507e-33	0.707	0.477	0.23	2	1	2.836829562469887e-37	NA	1.4698300926136667	NA	1.0605819179533	NA	NA	NA	NA	0.4119657892356152
Trm1	TSPAN14	0.6438358564082075	3.724383150923924e-18	0.444	0.234	0.21	2	1	1.1104964967869056e-22	NA	0.7294587717106696	NA	0.7468513732251764	NA	NA	0.3625475213433243	NA	NA
Trm1	DDIT4	0.6234150138327188	1.2059353537438942e-16	0.538	0.331	0.207	2	3	3.595728289533945e-21	NA	0.6583202194694742	NA	1.0413565014792423	NA	NA	0.586530524224853	0.4845834437585559	0.30018819456507295
Trm1	CTLA4	0.5651744315278083	1.09377902309381e-13	0.334	0.145	0.18900000000000003	2	0	3.261312609856908e-18	NA	0.9464102560812814	NA	0.6415470256407062	NA	NA	NA	NA	NA
Trm1	MSI2	0.536574295306338	8.716532369207488e-13	0.389	0.2	0.189	2	0	2.5990018394679127e-17	NA	0.9071633961207016	NA	0.6772741333360719	NA	NA	NA	NA	NA
Trm1	MT2A	0.8862977131426837	8.324976639502566e-16	0.606	0.434	0.172	2	1	2.4822519647869774e-20	NA	1.6683792473168388	NA	1.2941054463877306	NA	NA	NA	0.9696453601180876	NA
Trm1	GK	0.512781792085093	8.397976075787791e-15	0.218	0.046	0.172	2	0	2.5040181512874325e-19	NA	0.8952332411795809	NA	0.5765085557765616	NA	NA	NA	NA	NA
Trm1	GRAMD1B	0.5548276034354773	3.369778222164913e-11	0.326	0.162	0.164	2	0	1.0047642143732222e-15	NA	NA	0.9502772791870382	0.7674040271490534	NA	NA	NA	NA	NA
Trm1	COTL1	0.7562405036198925	2.9925199272528897e-31	0.8	0.638	0.16200000000000003	2	1	8.922773949707467e-36	NA	NA	NA	0.7628671105548337	1.2127683415447148	NA	NA	NA	0.2840463498011174
