Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000108821,COL1A1,Gene Expression,0.4609523799014262,0.0,0.0,4280,4.458918473524943,704
ENSG00000163220,S100A9,Gene Expression,0.43874569198495195,0.0,0.0,103948,34.53673506564054,803
ENSG00000168542,COL3A1,Gene Expression,0.42357883889220527,0.0,0.0,4268,4.170423387659234,692
ENSG00000143546,S100A8,Gene Expression,0.4183333090584591,0.0,0.0,105246,38.26002750283645,804
ENSG00000011465,DCN,Gene Expression,0.4114804185797438,0.0,0.0,3247,3.141909313091608,647
ENSG00000164692,COL1A2,Gene Expression,0.40558989035572907,0.0,0.0,4258,4.276373990329638,696
ENSG00000211592,IGKC,Gene Expression,0.39041481080249607,0.0,0.0,1584,1.2814297912812183,403
ENSG00000197766,CFD,Gene Expression,0.3202475837615031,0.0,0.0,1313,1.4166395486069898,531
ENSG00000101335,MYL9,Gene Expression,0.29658371713831344,0.0,0.0,1000,0.7454180569711552,307
ENSG00000189058,APOD,Gene Expression,0.29586270874515286,0.0,0.0,723,0.6693880435479542,298
ENSG00000107796,ACTA2,Gene Expression,0.27979156088607215,0.0,0.0,1175,0.8336278081902112,291
ENSG00000026025,VIM,Gene Expression,0.27808390859747284,0.0,0.0,2767,2.145999384198079,621
ENSG00000113140,SPARC,Gene Expression,0.25783885124293143,0.0,0.0,1886,1.68530161270625,570
ENSG00000149591,TAGLN,Gene Expression,0.2517303401719165,0.0,0.0,649,0.48013660389252266,233
ENSG00000115461,IGFBP5,Gene Expression,0.24371529935218114,0.0,0.0,1073,0.9963875699988198,424
ENSG00000205542,TMSB4X,Gene Expression,0.23684225043405824,0.0,0.0,6852,4.369915126728598,730
ENSG00000167768,KRT1,Gene Expression,0.2349898950428996,0.0,0.0,14798,5.430802872014719,754
ENSG00000143556,S100A7,Gene Expression,0.23226874704710715,0.0,0.0,20125,7.522512729212879,772
ENSG00000186832,KRT16,Gene Expression,0.22939285896449915,0.0,0.0,17669,6.101172202158286,757
ENSG00000211895,IGHA1,Gene Expression,0.22612541388121662,0.0,0.0,553,0.46741411104901365,238
ENSG00000186395,KRT10,Gene Expression,0.22271741881413765,0.0,0.0,32539,11.733948157776211,783
ENSG00000087086,FTL,Gene Expression,0.22106660330636166,0.0,0.0,3243,2.4370467155698945,654
ENSG00000175084,DES,Gene Expression,0.2204169159827249,0.0,0.0,123,0.11563162196439515,50
ENSG00000107562,CXCL12,Gene Expression,0.2164013040100066,0.0,0.0,1055,0.9436509864241847,417
ENSG00000186081,KRT5,Gene Expression,0.21473838722230235,0.0,0.0,24162,9.228046546037834,774
ENSG00000163453,IGFBP7,Gene Expression,0.2135893311645014,0.0,0.0,975,0.7839452413993769,390
ENSG00000241794,SPRR2A,Gene Expression,0.2079610553771056,0.0,0.0,14523,5.427280535502635,743
ENSG00000148180,GSN,Gene Expression,0.20263557255647355,0.0,0.0,1924,1.3609961086701046,564
ENSG00000186847,KRT14,Gene Expression,0.20009246480679696,0.0,0.0,18875,8.096556656971513,773
ENSG00000163216,SPRR2D,Gene Expression,0.19674173833442288,0.0,0.0,11059,3.8472939580249683,696
ENSG00000188536,HBA2,Gene Expression,0.1895249385280312,0.0,0.0,84,0.11503985940613182,52
ENSG00000125730,C3,Gene Expression,0.18745250559099305,0.0,0.0,802,0.7062844455006216,369
ENSG00000198467,TPM2,Gene Expression,0.18316035048151155,0.0,0.0,368,0.23433150555234225,169
ENSG00000120885,CLU,Gene Expression,0.18258007357737702,0.0,0.0,875,0.6603921652152586,370
ENSG00000159516,SPRR2G,Gene Expression,0.18227416244116362,0.0,0.0,6454,2.647535729745129,611
ENSG00000019582,CD74,Gene Expression,0.18164060734602583,0.0,0.0,3293,2.3940216275787174,642
ENSG00000105427,CNFN,Gene Expression,0.1802714117107708,0.0,0.0,6418,2.4010310216907955,633
ENSG00000211598,IGKV4-1,Gene Expression,0.17844229372236123,0.0,0.0,110,0.09186834465429147,77
ENSG00000100234,TIMP3,Gene Expression,0.1760383989727176,0.0,0.0,465,0.40601091150433766,251
ENSG00000188508,KRTDAP,Gene Expression,0.17578029209346968,0.0,0.0,17446,6.486322882826321,762
ENSG00000137673,MMP7,Gene Expression,0.1753020416499672,0.0,0.0,26,0.0196193002987192,13
ENSG00000087245,MMP2,Gene Expression,0.1679728867832167,0.0,0.0,883,0.7939506041874159,402
ENSG00000211896,IGHG1,Gene Expression,0.16661836984035203,0.0,0.0,537,0.365409604292245,220
ENSG00000076706,MCAM,Gene Expression,0.165050062048597,0.0,0.0,303,0.18859078726502512,162
